Team,Player,Position,Matchs,On start %,Goals / Goals Received,Assistances,Total Points,Points Average,Last 5 matchs points,J10,J11,J12,J13,J14,Avg ultimas 5 J,Value
Deportivo Alavés,Toni Moya,MD,13,64,0,1,45,3.5,"['1', '11', '3', '2', '5']",1,11,3,2,5,4.4,1.550.000
Deportivo Alavés,Luis Rioja,MD,14,93,1,1,48,3.4,"['5', '2', '3', '7', '2']",5,2,3,7,2,3.8,2.610.000
Deportivo Alavés,Manu García Alonso,MD,13,36,0,0,44,3.4,"['11', '1', '2', '1', '4']",11,1,2,1,4,3.8,1.400.000
Deportivo Alavés,Mamadou Loum,MD,14,71,1,0,44,3.1,"['4', '4', '4', '4', '2']",4,4,4,4,2,3.6,1.430.000
Deportivo Alavés,Tomás Pina,MD,13,50,0,0,31,2.4,"['2', '3', '-', '2', '2']",2,3,0,2,2,1.8,930.000
Deportivo Alavés,Edgar Méndez,MD,10,36,0,0,25,2.5,"['6', '3', '2', '2', '2']",6,3,2,2,2,3.0,990.000
Deportivo Alavés,Pere Pons,MD,9,50,0,0,24,2.7,"['4', '3', '1', '2', '4']",4,3,1,2,4,2.8,920.000
Deportivo Alavés,Iván Martín,MD,1,7,0,0,4,1,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,560.000
Deportivo Alavés,Joselu,DL,14,86,7,1,97,6.9,"['2', '7', '16', '9', '11']",2,7,16,9,11,9.0,10.990.000
Deportivo Alavés,Guidetti,DL,8,14,0,0,22,2.8,"['-', '-', '2', '-', '3']",0,0,2,0,3,1.0,960.000
Deportivo Alavés,Miguel de la Fuente,DL,7,21,0,1,17,2.4,"['-', '2', '-', '-', '2']",0,2,0,0,2,0.8,700.000
Deportivo Alavés,Mamadou Sylla,DL,8,21,0,0,17,2.1,"['-', '-', '-', '2', '-']",0,0,0,2,0,0.4,1.050.000
Cádiz CF,Jeremías Ledesma,PT,14,100,23,0,55,3.7,"['1', '6', '11', '2', '-1']",1,6,11,2,-1,3.8,2.760.000
Cádiz CF,David Gil,PT,0,0,0,0,0,0,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,210.000
Cádiz CF,Espino,DF,14,100,2,0,66,4.4,"['2', '4', '9', '1', '0']",2,4,9,1,0,3.2,4.250.000
Cádiz CF,Varazdat Haroyan,DF,12,87,1,0,47,3.6,"['2', '-', '5', '5', '0']",2,0,5,5,0,2.4,1.530.000
Cádiz CF,Fali,DF,13,73,0,1,42,3,"['7', '0', '2', '1', '1']",7,0,2,1,1,2.2,1.620.000
Cádiz CF,Víctor Chust,DF,7,33,0,0,24,3.4,"['3', '2', '-', '-', '-']",3,2,0,0,0,1.0,1.050.000
Cádiz CF,Akapo,DF,7,27,0,0,15,2.1,"['1', '-', '1', '-', '-']",1,0,1,0,0,0.4,710.000
Cádiz CF,Cala,DF,7,40,0,0,11,1.4,"['-', '3', '6', '-1', '2']",0,3,6,-1,2,2.0,850.000
Cádiz CF,Arzamendia,DF,5,13,0,0,8,1.3,"['-', '2', '4', '-', '1']",0,2,4,0,1,1.4,540.000
Cádiz CF,Marcos Mauro,DF,1,7,0,0,2,2,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,320.000
Cádiz CF,Tomás Alarcón,MD,13,67,0,1,53,4.1,"['3', '5', '6', '2', '2']",3,5,6,2,2,3.6,2.640.000
Cádiz CF,Salvi,MD,13,80,1,1,53,3.8,"['2', '3', '-', '4', '-']",2,3,0,4,0,1.8,2.200.000
Cádiz CF,Álex Fernández,MD,12,60,2,1,53,4.1,"['2', '-', '10', '2', '2']",2,0,10,2,2,3.2,4.180.000
Cádiz CF,Jens Jonsson,MD,12,67,0,1,48,3.7,"['2', '5', '6', '-', '0']",2,5,6,0,0,2.6,2.210.000
Cádiz CF,Alberto Perea,MD,10,40,0,0,33,3,"['-', '0', '7', '2', '4']",0,0,7,2,4,2.6,1.230.000
Cádiz CF,Álvaro Jiménez,MD,8,7,0,0,21,2.6,"['-', '-', '-', '2', '-']",0,0,0,2,0,0.4,640.000
Cádiz CF,Martín Calderón,MD,4,0,0,0,10,2.5,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,280.000
Cádiz CF,Álvaro Bastida,MD,3,13,0,0,8,2,"['-', '-', '-', '1', '2']",0,0,0,1,2,0.6,420.000
Cádiz CF,Iván Alejo,MD,2,0,0,0,1,0.5,"['0', '-', '-', '-', '-']",0,0,0,0,0,0.0,300.000
Cádiz CF,José Mari,MD,--,0,--,--,0,0,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,490.000
Cádiz CF,Negredo,DL,13,53,2,0,54,3.9,"['-', '7', '6', '4', '2']",0,7,6,4,2,3.8,5.230.000
Cádiz CF,Sobrino,DL,11,67,0,1,37,3.1,"['5', '1', '5', '1', '2']",5,1,5,1,2,2.8,2.300.000
Cádiz CF,Osmajic,DL,7,7,0,0,18,2.6,"['-', '2', '-', '-', '-']",0,2,0,0,0,0.4,950.000
Cádiz CF,Iván Chapela,DL,5,13,0,0,15,2.5,"['2', '3', '4', '2', '2']",2,3,4,2,2,2.6,470.000
Cádiz CF,Florin Andone,DL,3,7,0,0,5,1.7,"['1', '-', '-', '-', '-']",1,0,0,0,0,0.2,700.000
Cádiz CF,Pedro Benito,DL,1,0,0,0,1,1,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,180.000
Elche CF,Kiko Casilla,PT,12,86,15,0,59,4.9,"['6', '2', '-', '-', '-']",6,2,0,0,0,1.6,3.320.000
Elche CF,Axel Werner,PT,0,0,0,0,0,0,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,200.000
Elche CF,Édgar Badía,PT,2,14,5,0,-1,-0.5,"['-', '-', '-1', '0', '-']",0,0,-1,0,0,-0.2,990.000
Elche CF,Johan Mojica,DF,14,93,1,2,62,4.4,"['3', '2', '6', '2', '-']",3,2,6,2,0,2.6,5.150.000
Elche CF,Enzo Roco,DF,12,79,1,0,44,3.7,"['4', '7', '4', '-1', '-']",4,7,4,-1,0,2.8,2.950.000
Elche CF,Helibelton Palacios,DF,11,50,0,0,36,3.3,"['6', '3', '-', '2', '-']",6,3,0,2,0,2.2,1.190.000
Elche CF,Bigas,DF,9,64,0,0,34,3.8,"['7', '1', '5', '-3', '-']",7,1,5,-3,0,2.0,1.970.000
Elche CF,Diego González,DF,10,36,0,0,32,3.2,"['-', '-', '1', '4', '-']",0,0,1,4,0,1.0,1.210.000
Elche CF,Gonzalo Verdú,DF,8,57,0,0,26,3.3,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,1.790.000
Elche CF,Barragán,DF,6,36,0,0,15,2.5,"['-', '-', '1', '-1', '-']",0,0,1,-1,0,0.0,600.000
Elche CF,Josema,DF,4,7,0,0,6,1.5,"['-', '-', '-1', '-', '-']",0,0,-1,0,0,-0.2,510.000
Elche CF,John Donald,DF,0,0,0,0,0,0,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,220.000
Elche CF,Fidel,MD,12,86,0,2,42,3.5,"['2', '4', '4', '-', '-']",2,4,4,0,0,2.0,3.450.000
Elche CF,Raúl Guti,MD,13,71,0,0,36,2.8,"['2', '-1', '-', '4', '-']",2,-1,0,4,0,1.0,2.070.000
Elche CF,Omar Mascarell,MD,11,71,0,0,35,3.2,"['4', '1', '4', '2', '-']",4,1,4,2,0,2.2,1.700.000
Elche CF,Iván Marcone,MD,8,29,0,0,25,3.1,"['2', '2', '-', '5', '-']",2,2,0,5,0,1.8,850.000
Elche CF,Gumbau,MD,9,29,0,0,24,2.7,"['4', '2', '2', '4', '-']",4,2,2,4,0,2.4,510.000
Elche CF,Josan,MD,8,36,0,1,23,2.9,"['-', '-', '3', '3', '-']",0,0,3,3,0,1.2,1.030.000
Elche CF,Pastore,MD,8,29,0,0,21,2.6,"['3', '5', '2', '1', '-']",3,5,2,1,0,2.2,2.480.000
Elche CF,Piatti,MD,3,14,0,0,13,4.3,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,800.000
Elche CF,Lucas Boyé,DL,11,71,4,0,61,5.5,"['1', '5', '17', '2', '-']",1,5,17,2,0,5.0,5.910.000
Elche CF,Benedetto,DL,12,43,2,1,48,4,"['1', '5', '2', '-', '-']",1,5,2,0,0,1.6,3.250.000
Elche CF,Lucas Pérez,DL,11,64,2,0,42,3.8,"['4', '4', '2', '6', '-']",4,4,2,6,0,3.2,5.670.000
Elche CF,Pere Milla,DL,10,14,1,0,30,3,"['3', '9', '-', '-', '-']",3,9,0,0,0,2.4,1.280.000
Elche CF,Guido Carrillo,DL,10,7,0,0,28,2.8,"['2', '-', '-', '5', '-']",2,0,0,5,0,1.4,810.000
RC Celta de Vigo,Rubén Blanco,PT,0,0,0,0,0,0,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,540.000
RC Celta de Vigo,Jeison Murillo,DF,12,73,0,0,47,3.9,"['4', '5', '2', '2', '3']",4,5,2,2,3,3.2,3.040.000
RC Celta de Vigo,Néstor Araujo,DF,13,60,0,0,40,3.1,"['-', '4', '4', '3', '3']",0,4,4,3,3,2.8,1.940.000
RC Celta de Vigo,Hugo Mallo,DF,11,73,0,0,36,3.3,"['2', '-', '1', '-', '-']",2,0,1,0,0,0.6,2.920.000
RC Celta de Vigo,Aidoo,DF,9,47,0,0,25,2.8,"['4', '-', '1', '7', '3']",4,0,1,7,3,3.0,910.000
RC Celta de Vigo,Kevin Vázquez,DF,5,27,0,1,20,4,"['-', '5', '6', '2', '7']",0,5,6,2,7,4.0,670.000
RC Celta de Vigo,Carlos Domínguez,DF,2,7,0,0,7,3.5,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,300.000
RC Celta de Vigo,Denis Suárez,MD,15,80,1,0,69,4.6,"['10', '5', '0', '5', '2']",10,5,0,5,2,4.4,6.670.000
RC Celta de Vigo,Brais Méndez,MD,14,87,2,2,64,4.6,"['4', '1', '-', '10', '1']",4,1,0,10,1,3.2,5.810.000
RC Celta de Vigo,Fran Beltrán,MD,15,60,0,0,63,4.2,"['3', '4', '7', '7', '6']",3,4,7,7,6,5.4,2.790.000
RC Celta de Vigo,Franco Cervi,MD,14,20,1,1,47,3.4,"['3', '-', '7', '4', '2']",3,0,7,4,2,3.2,3.110.000
RC Celta de Vigo,Renato Tapia,MD,12,67,0,0,38,3.2,"['2', '4', '0', '-', '2']",2,4,0,0,2,1.6,2.960.000
RC Celta de Vigo,Augusto Solari,MD,11,13,0,0,24,2.2,"['1', '2', '-1', '-', '4']",1,2,-1,0,4,1.2,800.000
RC Celta de Vigo,Okay Yokuslu,MD,6,0,0,0,17,2.8,"['-', '3', '-', '2', '-']",0,3,0,2,0,1.0,470.000
RC Celta de Vigo,Hugo Álvarez,MD,1,0,0,0,0,0,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,230.000
RC Celta de Vigo,Miguel Baeza,MD,1,0,0,0,2,2,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,310.000
RC Celta de Vigo,Gabriel Veiga,MD,0,0,0,0,0,0,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,220.000
RC Celta de Vigo,Alfonso González,MD,0,0,0,0,0,0,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,200.000
RC Celta de Vigo,Iago Aspas,DL,15,93,6,1,102,6.8,"['2', '3', '17', '5', '9']",2,3,17,5,9,7.2,19.800.000
RC Celta de Vigo,Santi Mina,DL,14,93,5,3,84,6,"['2', '2', '-', '3', '7']",2,2,0,3,7,2.8,10.210.000
RC Celta de Vigo,Nolito,DL,15,73,1,0,41,2.7,"['0', '3', '9', '3', '2']",0,3,9,3,2,3.4,3.850.000
RC Celta de Vigo,Thiago Galhardo,DL,12,13,0,1,36,3,"['2', '5', '4', '2', '2']",2,5,4,2,2,3.0,1.470.000
Sevilla FC,Bono,PT,11,92,6,1,66,5.5,"['4', '11', '6', '1', '-']",4,11,6,1,0,4.4,5.220.000
Sevilla FC,Dmitrovic,PT,2,15,3,0,9,4.5,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,890.000
Sevilla FC,Diego Carlos,DF,12,100,2,0,72,5.5,"['1', '14', '6', '3', '-']",1,14,6,3,0,4.8,7.440.000
Sevilla FC,Marcos Acuña,DF,12,77,1,1,66,5.1,"['1', '2', '16', '5', '-']",1,2,16,5,0,4.8,4.360.000
Sevilla FC,Jesús Navas,DF,11,62,0,2,65,5.9,"['7', '2', '-', '-', '-']",7,2,0,0,0,1.8,6.490.000
Sevilla FC,Gonzalo Montiel,DF,5,46,1,1,35,5.8,"['-', '4', '10', '7', '-']",0,4,10,7,0,4.2,3.260.000
Sevilla FC,Rekik,DF,7,31,0,1,23,3.3,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,1.000.000
Sevilla FC,Augustinsson,DF,5,23,0,1,20,4,"['4', '-', '-', '4', '-']",4,0,0,4,0,1.6,990.000
Sevilla FC,Joan Jordan,MD,13,92,0,1,60,4.3,"['6', '5', '7', '3', '-']",6,5,7,3,0,4.2,7.410.000
Sevilla FC,Fernando Reges,MD,13,92,1,1,59,4.2,"['3', '2', '6', '1', '-']",3,2,6,1,0,2.4,6.810.000
Sevilla FC,Rakitic,MD,11,62,1,1,50,4.2,"['2', '8', '6', '12', '-']",2,8,6,12,0,5.6,4.570.000
Sevilla FC,Óscar Rodríguez,MD,7,23,0,0,27,3.9,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,1.940.000
Sevilla FC,Delaney,MD,9,31,0,1,24,2.7,"['-', '-', '1', '4', '-']",0,0,1,4,0,1.0,1.950.000
Sevilla FC,Óliver Torres,MD,5,31,1,1,21,4.2,"['0', '-', '1', '3', '-']",0,0,1,3,0,0.8,1.400.000
Sevilla FC,Gudelj,MD,4,8,0,0,10,2.5,"['-', '4', '-', '-', '-']",0,4,0,0,0,0.8,450.000
Sevilla FC,Pedro Ortiz,MD,1,0,0,0,5,5,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,340.000
Sevilla FC,Erik Lamela,DL,12,38,4,1,69,5.8,"['8', '5', '5', '-', '-']",8,5,5,0,0,3.6,11.440.000
Sevilla FC,Rafa Mir,DL,12,69,4,0,58,4.5,"['0', '2', '2', '6', '-']",0,2,2,6,0,2.0,11.940.000
Sevilla FC,Ocampos,DL,10,54,2,1,42,3.8,"['-', '4', '-', '-', '-']",0,4,0,0,0,0.8,9.490.000
Sevilla FC,En-Nesyri,DL,7,38,3,1,40,5.7,"['4', '8', '3', '9', '-']",4,8,3,9,0,4.8,9.190.000
Sevilla FC,Suso,DL,8,46,0,1,27,3.4,"['3', '-', '-', '2', '-']",3,0,0,2,0,1.0,3.970.000
Sevilla FC,Munir El Haddadi,DL,5,15,1,0,21,4.2,"['2', '-', '3', '5', '-']",2,0,3,5,0,2.0,1.370.000
Sevilla FC,Idrissi,DL,4,15,0,0,17,4.3,"['-', '-', '-', '4', '-']",0,0,0,4,0,0.8,850.000
